gene	full V(G)/Vp	full Pval	full fdr	full n	nonhla V(G)/Vp	nonhla Pval	nonhla fdr	hla V(G)/Vp	hla Pval	hla fdr
CLTC	0.073362	0.05403310000000001	0.20535811554404146	7173.0	0.075589	0.0534301	0.07140408238636364	0.00034500000000000004	0.3996701	0.5000001
TPM2	0.067117	0.0545791	0.20621897061855668	7173.0	0.069779	0.0511271	0.07026238888888889	0.000338	0.4426501	0.5000001
IFI27	0.07697000000000001	0.0555161	0.2086835964102564	7173.0	0.08515199999999999	0.0390191	0.05877877243589744	1e-06	0.5000001	0.5000001
FCGR1A	0.05611699999999999	0.057718099999999994	0.21180454378109453	7173.0	0.066589	0.0356961	0.056679618243243246	1e-06	0.5000001	0.5000001
AP1G1	0.049274	0.05741910000000001	0.21180454378109453	7173.0						
JUNB	0.079172	0.0572151	0.21180454378109453	7173.0	0.08617799999999999	0.043680100000000006	0.06259038719512196	1e-06	0.5000001	0.5000001
ZFYVE9	0.073203	0.058031099999999995	0.21180454378109453	7173.0	0.065553	0.0796761	0.0936194175	0.001627	0.17464010000000002	0.5000001
CANX	0.085242	0.0577381	0.21180454378109453	7173.0	0.073738	0.09490910000000001	0.10671597368421054	0.001984	0.12132010000000001	0.5000001
HDC	0.0706	0.058080099999999996	0.21180454378109453	7173.0	0.069779	0.059108100000000004	0.07590384426229509	9.9e-05	0.4841501	0.5000001
TNF	0.044038	0.0608161	0.22068416485148512	7173.0						
WSB2	0.036373	0.0618021	0.22315733645320196	7173.0						
LAIR1	0.050011	0.0627141	0.22534036911764704	7173.0	0.05676900000000001	0.045622100000000006	0.06381662797619048	1e-06	0.5000001	0.5000001
HNRNPR	0.066646	0.0652041	0.23089181304347828	7173.0	0.069344	0.057945100000000006	0.07523258839779007	1e-06	0.5000001	0.5000001
CD27	0.054485000000000006	0.0647871	0.23089181304347828	7173.0	0.058329	0.0571281	0.0750005782122905	1e-06	0.5000001	0.5000001
CD59	0.07421599999999999	0.06489610000000001	0.23089181304347828	7173.0	0.081243	0.050444100000000006	0.0701441627218935	1e-06	0.5000001	0.5000001
TRA2B	0.063703	0.0672651	0.23704479951923074	7173.0	0.06952	0.053385100000000005	0.07140408238636364	1e-06	0.5000001	0.5000001
RUNX3	0.047343	0.06929010000000001	0.23957378915094343	7173.0						
VDAC1	0.053973	0.0690861	0.23957378915094343	7173.0	0.049088	0.0848911	0.0977912181372549	0.001577	0.2037501	0.5000001
DSP	0.05665800000000001	0.06926210000000001	0.23957378915094343	7173.0	0.052740999999999996	0.0837551	0.09695787438423645	0.002501	0.1407101	0.5000001
HERC6	0.074994	0.0686591	0.23957378915094343	7173.0	0.081852	0.0530991	0.07140408238636364	1e-06	0.5000001	0.5000001
RSAD2	0.059966	0.0708821	0.23990790136363635	7173.0	0.06031	0.0696141	0.0847632823834197	1e-06	0.5000001	0.5000001
CENPU	0.069746	0.0716741	0.23990790136363635	7173.0	0.076696	0.0578101	0.07523258839779007	1e-06	0.5000001	0.5000001
WDR54	0.075989	0.0719151	0.23990790136363635	7173.0	0.079573	0.0641541	0.07976832539682539	1e-06	0.5000001	0.5000001
PSMB10	0.072535	0.0720051	0.23990790136363635	7173.0	0.075556	0.0663161	0.08159310732984294	1e-06	0.5000001	0.5000001
MARVELD2	0.072046	0.0712461	0.23990790136363635	7173.0	0.069399	0.0790581	0.09336006783919598	0.001361	0.2836701	0.5000001
PGM2	0.055588	0.0708801	0.23990790136363635	7173.0	0.059588999999999996	0.0601511	0.07640815405405404	1e-06	0.5000001	0.5000001
ITGA4	0.044581	0.0702271	0.23990790136363635	7173.0						
ERLIN1	0.055014	0.0709611	0.23990790136363635	7173.0	0.057897000000000004	0.0652051	0.08064841315789474	1e-06	0.5000001	0.5000001
PSMB1	0.035635	0.0744291	0.2457501364864865	7173.0						
SELP	0.049624	0.07439910000000001	0.2457501364864865	7173.0						
HN1L	0.046462	0.0753941	0.24671372901785715	7173.0						
CD48	0.058317999999999995	0.0753911	0.24671372901785715	7173.0	0.06852899999999999	0.0507541	0.0701600794117647	1e-06	0.5000001	0.5000001
HLA.A	0.068165	0.0760841	0.24786509022222225	7173.0	1e-06	0.5000001	0.5000001	0.024082	1.00000000055511e-07	1.4011570882352941e-06
SAMSN1	0.048543	0.0766281	0.24853273141592921	7173.0						
TNFSF4	0.051748	0.07721410000000001	0.24933011145374454	7173.0	0.049634	0.0854971	0.09800887073170732	0.001756	0.2505401	0.5000001
TNFRSF9	0.042703	0.0783641	0.2503119497854077	7173.0						
CD40	0.062235000000000006	0.0793621	0.2503119497854077	7173.0	0.056787	0.0974661	0.10839496933962264	0.003356	0.12486009999999999	0.5000001
EPHA2	0.058013	0.07940509999999999	0.2503119497854077	7173.0	0.060933	0.07093210000000001	0.08592290463917528	1e-06	0.5000001	0.5000001
RAC1	0.04841	0.0791061	0.2503119497854077	7173.0						
SLC1A3	0.052779999999999994	0.0795671	0.2503119497854077	7173.0	0.052144	0.0805781	0.0942082263681592	1e-06	0.5000001	0.5000001
DOCK2	0.036692	0.07939610000000001	0.2503119497854077	7173.0						
SEC24D	0.047352	0.0803661	0.25067383531914894	7173.0						
PDLIM7	0.071075	0.08007410000000001	0.25067383531914894	7173.0	0.065084	0.1005201	0.11038422196261682	0.0023940000000000003	0.1647201	0.5000001
TBXAS1	0.041608	0.0825871	0.25542761308016876	7173.0						
TOMM40	0.042268	0.08226910000000001	0.25542761308016876	7173.0						
CMC2	0.038696	0.0831771	0.2561714886554622	7173.0						
BRCA2	0.046986	0.0870921	0.2671067334728034	7173.0						
RAB5B	0.051039999999999995	0.08766910000000001	0.2671255780082988	7173.0	0.053753999999999996	0.0772471	0.09168216414141414	1e-06	0.5000001	0.5000001
LYN	0.052319000000000004	0.0878271	0.2671255780082988	7173.0	0.057658	0.07144610000000001	0.08610171025641028	1e-06	0.5000001	0.5000001
MFSD11	0.05185599999999999	0.0882921	0.2674302037190083	7173.0	0.049211000000000005	0.0982901	0.10844212910798123	0.0022719999999999997	0.20217010000000002	0.5000001
FBXO41	0.049151	0.0896651	0.26992454631147544	7173.0						
CTSC	0.050177	0.0898521	0.26992454631147544	7173.0	0.045370999999999995	0.10464010000000001	0.11437406279069769	0.001486	0.2693901	0.5000001
HLA.DOA	0.037142	0.09123210000000001	0.27295154816326533	7173.0						
CENPW	0.040597	0.0961961	0.2866330947154472	7173.0						
PTPRC	0.036896	0.0973791	0.2878180657258064	7173.0						
TNFAIP3	0.042517	0.09732210000000001	0.2878180657258064	7173.0						
IFN.gamma.Response	0.0625	0.0997841	0.29374194899598394	7190.0	0.055715	0.1250001	0.1323199256756757	0.003191	0.1393101	0.5000001
MRPS16	0.06640900000000001	0.1004101	0.2944024132	7173.0	0.072418	0.08103210000000001	0.09427001732673268	1e-06	0.5000001	0.5000001
MERTK	0.053652	0.1010301	0.29504009282868526	7173.0	0.049572000000000005	0.11799010000000001	0.12603487954545456	0.001051	0.2734401	0.5000001
HLA.F	0.066052	0.1016801	0.2957599734126984	7173.0	1e-06	0.5000001	0.5000001	0.017450999999999998	1.0005731299999999e-07	1.4011570882352941e-06
HLA.DMB	0.033244	0.10306009999999999	0.2985891434782608	7173.0						
CD44	0.069927	0.1035501	0.2988276507874016	7173.0	0.072101	0.0967431	0.10826013571428572	1e-06	0.5000001	0.5000001
PFN1	0.038999	0.10491009999999999	0.3015651109803921	7173.0						
KIFAP3	0.042239	0.1059301	0.303307669140625	7173.0						
SKA2	0.044347000000000004	0.10647010000000001	0.30366763929961094	7173.0						
DDX60	0.055166999999999994	0.10727010000000001	0.3047635011627907	7173.0	0.051376	0.1209501	0.12861209728506787	0.002404	0.2216401	0.5000001
B2M	0.057960000000000005	0.10834010000000001	0.3054357434615385	7173.0	0.063606	0.0893381	0.1014224806763285	1e-06	0.5000001	0.5000001
ADGRE5	0.066085	0.1080501	0.3054357434615385	7173.0	0.070479	0.0943791	0.10663023317307692	1e-06	0.5000001	0.5000001
IL12A	0.051692999999999996	0.1094901	0.30749518505747125	7173.0	0.05757999999999999	0.0863711	0.09853013834951456	1e-06	0.5000001	0.5000001
IKZF1	0.033562	0.1116501	0.3123645927480916	7173.0						
CAPZA2	0.060527	0.11249010000000001	0.31351803536121675	7173.0	0.059113	0.11766009999999999	0.12603487954545456	0.000576	0.4029301	0.5000001
Macrophages.M2	0.0381	0.1143801	0.3141894955719557	7304.0						
THBS1	0.041586	0.11569010000000002	0.3141894955719557	7173.0						
PXN	0.059309	0.11616009999999999	0.3141894955719557	7173.0	0.064262	0.0977861	0.10839496933962264	1e-06	0.5000001	0.5000001
RAB3B	0.033029	0.11393009999999999	0.3141894955719557	7173.0						
CD33	0.035554	0.1137301	0.3141894955719557	7173.0						
KIF3B	0.038473	0.1152801	0.3141894955719557	7173.0						
PNOC	0.032193	0.11604010000000001	0.3141894955719557	7173.0						
UAP1	0.06057100000000001	0.11542010000000001	0.3141894955719557	7173.0	0.06238099999999999	0.1073601	0.11626554608294931	1e-06	0.5000001	0.5000001
SLC25A5	0.046046	0.11790010000000001	0.31772343125	7173.0						
LST1	0.045613	0.1189501	0.31937883992673993	7173.0						
CYBA	0.061092999999999995	0.1197701	0.32040687335766427	7173.0	0.056537000000000004	0.1394001	0.14624564062499998	0.0017989999999999998	0.2311001	0.5000001
TAGLN	0.051694000000000004	0.1205301	0.32126750290909095	7173.0	0.04803	0.1368101	0.1441720784753363	0.0019199999999999998	0.2307001	0.5000001
PITPNC1	0.030022000000000004	0.1210901	0.3215907365942029	7173.0						
MCTS1	0.037515	0.12296009999999999	0.3242341125899281	7173.0						
RFTN1	0.040155	0.12297010000000001	0.3242341125899281	7173.0						
CEP78	0.047519	0.12507010000000002	0.326497174822695	7173.0						
F3	0.036326	0.12551009999999999	0.326497174822695	7173.0						
VCAN	0.037548000000000005	0.1256001	0.326497174822695	7173.0						
JAK1	0.057851	0.1256101	0.326497174822695	7173.0	0.074508	0.07255110000000001	0.08654572842639595	1e-06	0.5000001	0.5000001
MMP1	0.043988	0.1265801	0.32670145528169015	7139.0						
SEC24B	0.043765	0.1262801	0.32670145528169015	7173.0						
NKG7	0.035942	0.1295501	0.3320287527972028	7173.0						
SMAD7	0.046888	0.1292001	0.3320287527972028	7173.0						
RAB8B	0.051989999999999995	0.1325601	0.33855941916376303	7173.0	0.059351	0.1054001	0.11467140509259259	1e-06	0.5000001	0.5000001
CCL2	0.042427	0.1358901	0.345859178125	7173.0						
AP1S3	0.048526	0.1374801	0.3474928044827586	7173.0						
SYK	0.028860000000000004	0.1372501	0.3474928044827586	7173.0						
MR1	0.043194	0.1413601	0.35032967331081083	7173.0						
TLR4	0.032154	0.14147010000000002	0.35032967331081083	7173.0						
FCER1G	0.042154000000000004	0.1391501	0.35032967331081083	7173.0						
DYNLL1	0.037991000000000004	0.1412301	0.35032967331081083	7173.0						
RELB	0.032125	0.1411901	0.35032967331081083	7173.0						
MARCKSL1	0.058667	0.1401901	0.35032967331081083	7173.0	0.057964999999999996	0.1434501	0.14982566	0.000539	0.42688010000000004	0.5000001
Macrophage.Regulation	0.03017	0.1427001	0.3521857686868687	7190.0						
KIF3A	0.035075999999999996	0.1434501	0.35284873590604027	7173.0						
RND3	0.047580000000000004	0.1452401	0.35369100764119604	7173.0						
YTHDF1	0.028374	0.1446101	0.35369100764119604	7173.0						
CTSD	0.037043	0.1448401	0.35369100764119604	7173.0						
HSPB11	0.028839999999999998	0.1487001	0.3585433332236842	7173.0						
CD1E	0.036521	0.14827010000000002	0.3585433332236842	7173.0						
BRIP1	0.034964999999999996	0.1481501	0.3585433332236842	7173.0						
HCLS1	0.042198	0.14994010000000002	0.36034784688524596	7173.0						
RHOA	0.049888	0.1515901	0.3606884249190938	7173.0						
PSMC2	0.043962	0.1519201	0.3606884249190938	7173.0						
C10orf54	0.046839	0.15077010000000002	0.3606884249190938	7173.0						
CECR1	0.027045999999999997	0.1520501	0.3606884249190938	7173.0						
EVI2A	0.026948000000000003	0.1528301	0.3613692364516129	7173.0						
TNFRSF12A	0.054153	0.1547001	0.3646147051446945	7173.0	0.06428400000000001	0.1132801	0.12211386926605504	1e-06	0.5000001	0.5000001
CD8B	0.028104	0.1573001	0.3695544016025641	7173.0						
COPS6	0.025494	0.1580501	0.3701301063897764	7173.0						
MYCBP	0.048277	0.1591301	0.37147249458598725	7173.0						
ID3	0.033664	0.1606801	0.37390004222222223	7173.0						
MYL6	0.025744	0.1612501	0.37403899778481015	7173.0						
LY86	0.036448	0.1622201	0.3751019977917981	7173.0						
PFKP	0.049847	0.1639801	0.3779792871069182	7173.0						
NUDT15	0.029518	0.1653801	0.3788237915625	7173.0						
IFIH1	0.047139999999999994	0.1653001	0.3788237915625	7173.0						
HMGB1	0.023808000000000003	0.1670301	0.38141141214953267	7173.0						
EIF4EBP1	0.026029000000000004	0.1706801	0.38451043957055214	7173.0						
TNFRSF1A	0.05210599999999999	0.1704701	0.38451043957055214	7173.0	0.057583	0.1441001	0.14983859955752213	1e-06	0.5000001	0.5000001
PSME2	0.029886000000000003	0.16916009999999998	0.38451043957055214	7173.0						
PSMA3	0.022739	0.16950010000000001	0.38451043957055214	7173.0						
HNRNPA2B1	0.025829	0.1710101	0.38451043957055214	7173.0						
PSMD10	0.033336000000000005	0.1724401	0.38452444772036476	7173.0						
IGFBP5	0.042723000000000004	0.1724501	0.38452444772036476	7173.0						
PSMC5	0.026354000000000002	0.17259010000000002	0.38452444772036476	7173.0						
KIF22	0.028277999999999998	0.1741101	0.38673546454545454	7173.0						
DYNC1I1	0.043598000000000005	0.1748301	0.38716152054380665	7173.0						
IFIT3	0.039002999999999996	0.17541009999999999	0.3872759135542168	7173.0						
SH2B3	0.025381	0.17755010000000002	0.39082349339339345	7173.0						
MAP2K1	0.031379000000000004	0.1796101	0.39417426137724554	7173.0						
FGR	0.025861000000000002	0.1811401	0.39634535313432834	7173.0						
ITGA3	0.035737	0.1830001	0.3992234324404762	7173.0						
HFE	0.026733999999999997	0.1845401	0.40138840741839765	7173.0						
FAM89B	0.037232	0.1851501	0.40152373757396453	7173.0						
DDX58	0.028248000000000002	0.1875001	0.4042281567647059	7173.0						
LRRC17	0.025162999999999998	0.1871901	0.4042281567647059	7173.0						
RHOB	0.040492	0.1922701	0.4132961387096774	7173.0						
CD244	0.02495	0.1948901	0.4152745444767442	7173.0						
CASP1	0.030523	0.19409010000000002	0.4152745444767442	7173.0						
VEGFB	0.038395	0.1943301	0.4152745444767442	7173.0						
CD276	0.030882999999999997	0.1976301	0.41989235739130437	7173.0						
LRMP	0.023951	0.1992201	0.4220472060693642	7173.0						
TIMP1	0.030275	0.2037001	0.42905796925287354	7173.0						
SPIB	0.029988	0.2033601	0.42905796925287354	7173.0						
CAPZA1	0.047991000000000006	0.20512009999999997	0.4308109836676217	7173.0						
GZMB	0.023028	0.20616009999999999	0.4312172173789174	7173.0						
ATG5	0.043088	0.2064901	0.4312172173789174	7173.0						
MAPRE1	0.042802	0.20714010000000002	0.43134571960227275	7173.0						
PSMB3	0.021294999999999998	0.21244010000000002	0.441129159490085	7173.0						
SEC23A	0.026775	0.2161501	0.445050627247191	7173.0						
HLA.DPA1	0.026045999999999996	0.21558010000000002	0.445050627247191	7173.0						
CD207	0.036648	0.2155201	0.445050627247191	7139.0						
WDR77	0.031908	0.21792009999999998	0.4474381885154061	7173.0						
RAB27A	0.024816	0.2190601	0.44852249525139665	7173.0						
IFNGR2	0.037614999999999996	0.2202101	0.4496211791086351	7173.0						
SH2D1A	0.027443000000000002	0.2226901	0.45342178694444446	7173.0						
HLA.DOB	0.042802	0.22483010000000003	0.45651097867036017	7173.0						
AP1B1	0.02371	0.22547009999999998	0.45654581022099444	7173.0						
SPRYD7	0.036233	0.22648010000000002	0.4573275848484849	7173.0						
AP1S1	0.02723	0.2279201	0.45897097060439557	7173.0						
APOO	0.020725	0.22979010000000002	0.4614688857534247	7173.0						
SP140	0.026784	0.2331701	0.4669772767759563	7173.0						
AP1M2	0.023475	0.2338701	0.46710295177111716	7173.0						
TAPBPL	0.031145999999999997	0.2359601	0.46999661222826083	7173.0						
KIF26A	0.034601	0.2373601	0.47076449540540544	7173.0						
SNRPC	0.017843	0.2376301	0.47076449540540544	7173.0						
LCP1	0.016801	0.23832009999999998	0.470858849865229	7173.0						
PDCD1LG2	0.019167	0.2396301	0.47191070589812334	7173.0						
MMP17	0.020521	0.24014010000000002	0.47191070589812334	7173.0						
DVL3	0.033142000000000005	0.24188010000000001	0.47405912647058823	7173.0						
SPTBN2	0.034858	0.24412009999999998	0.4771734221333333	7173.0						
PSMC3	0.020224000000000002	0.24619010000000002	0.4786666931034483	7173.0						
RTP4	0.036094	0.2460401	0.4786666931034483	7173.0						
LCP2	0.026294	0.24869010000000003	0.48224826269841276	7173.0						
PSMB6	0.017943	0.2511801	0.4857915918205805	7173.0						
PLCG2	0.025802	0.2523101	0.48669290342105254	7173.0						
FARSB	0.016763999999999998	0.2538401	0.48835903753280846	7173.0						
OASL	0.034934	0.2564401	0.49053753463541677	7173.0						
MAPK3	0.025518	0.2562601	0.49053753463541677	7173.0						
TRAT1	0.022744	0.25698010000000004	0.49053753463541677	7173.0						
CD8A	0.018071	0.2587301	0.49259522935064937	7173.0						
ARHGDIA	0.020687	0.2622301	0.4979654489637306	7173.0						
CELF2	0.017349	0.2629401	0.49802349689922487	7173.0						
AP2A1	0.018125	0.26418010000000003	0.4990825085051547	7173.0						
CXCL10	0.018581	0.2650401	0.49942003419023134	7173.0						
TGFBR1	0.024486	0.2672701	0.49995480433673467	7173.0						
AP1M1	0.015559	0.2673701	0.49995480433673467	7173.0						
ZYX	0.035991	0.2663201	0.49995480433673467	7173.0						
MS4A1	1e-06	0.5000001	0.5000001	7173.0						
ITGB8	0.021242	0.2780301	0.5000001	7173.0						
SMO	1e-06	0.5000001	0.5000001	7173.0						
LHFPL2	1e-06	0.5000001	0.5000001	7173.0						
JCHAIN	0.016116	0.3053101	0.5000001	7173.0						
PTGER4	0.0007509999999999999	0.48776010000000003	0.5000001	7173.0						
ADORA2A	0.011887	0.3421001	0.5000001	7173.0						
RAB7A	0.012013	0.3800501	0.5000001	7173.0						
ITGA6	0.010721	0.41756010000000005	0.5000001	7173.0						
DCTN4	0.019538999999999997	0.2970301	0.5000001	7173.0						
Wound.Healing	1e-06	0.5000001	0.5000001	7190.0						
KIF23	1e-06	0.5000001	0.5000001	7173.0						
ACTR10	1e-06	0.5000001	0.5000001	7173.0						
COL3A1	0.014563	0.31963010000000003	0.5000001	7173.0						
GNLY	0.017958000000000002	0.32858010000000004	0.5000001	7173.0						
CTSV	1e-06	0.5000001	0.5000001	7173.0						
HSD11B1	1e-06	0.5000001	0.5000001	7173.0						
RHOC	1e-06	0.5000001	0.5000001	7173.0						
GLRX3	1e-06	0.5000001	0.5000001	7173.0						
SKA1	1e-06	0.5000001	0.5000001	7173.0						
MPP1	1e-06	0.5000001	0.5000001	7173.0						
RHOG	1e-06	0.5000001	0.5000001	7173.0						
TCF7L2	0.013352000000000001	0.34627009999999997	0.5000001	7173.0						
COL6A1	1e-06	0.5000001	0.5000001	7173.0						
TGF.beta.Response	1e-06	0.5000001	0.5000001	7190.0						
MTA1	1e-06	0.5000001	0.5000001	7173.0						
PAK2	1e-06	0.5000001	0.5000001	7173.0						
IGFBP3	0.007761	0.4126701	0.5000001	7173.0						
ACE	0.016982	0.3146801	0.5000001	7173.0						
TUBG1	1e-06	0.5000001	0.5000001	7173.0						
NRIP3	0.003558	0.44871010000000006	0.5000001	7173.0						
RAB4A	1e-06	0.5000001	0.5000001	7173.0						
PNN	1e-06	0.5000001	0.5000001	7173.0						
TAPBP	0.010833	0.4009101	0.5000001	7173.0						
EBNA1BP2	0.001894	0.48511010000000004	0.5000001	7173.0						
SRM	1e-06	0.5000001	0.5000001	7173.0						
LMNB2	1e-06	0.5000001	0.5000001	7173.0						
NCEH1	0.023253	0.3010601	0.5000001	7173.0						
AIMP2	1e-06	0.5000001	0.5000001	7173.0						
SERPINE1	1e-06	0.5000001	0.5000001	7173.0						
LYAR	1e-06	0.5000001	0.5000001	7173.0						
ID2	1e-06	0.5000001	0.5000001	7173.0						
ARHGAP1	1e-06	0.5000001	0.5000001	7173.0						
FCGRT	1e-06	0.5000001	0.5000001	7173.0						
PSMC6	1e-06	0.5000001	0.5000001	7173.0						
AP1S2	1e-06	0.5000001	0.5000001	7173.0						
FCGR1B	0.02534	0.2762601	0.5000001	7173.0						
TGFB3	0.004884	0.4464701	0.5000001	7173.0						
DCTN6	0.0050409999999999995	0.4368301	0.5000001	7173.0						
CD52	1e-06	0.5000001	0.5000001	7173.0						
NME1	1e-06	0.5000001	0.5000001	7173.0						
CTNNA1	0.029574	0.30402009999999996	0.5000001	7173.0						
VTA1	1e-06	0.5000001	0.5000001	7173.0						
PDAP1	0.012038	0.3226001	0.5000001	7173.0						
CD40LG	0.01222	0.3899401	0.5000001	7173.0						
CTSF	1e-06	0.5000001	0.5000001	7173.0						
RPP40	1e-06	0.5000001	0.5000001	7173.0						
RAB10	1e-06	0.5000001	0.5000001	7173.0						
SH3GL2	1e-06	0.5000001	0.5000001	7173.0						
ACTR1B	1e-06	0.5000001	0.5000001	7173.0						
IGFBP4	1e-06	0.5000001	0.5000001	7173.0						
GIMAP4	1e-06	0.5000001	0.5000001	7173.0						
ACTR1A	0.0072299999999999994	0.4478801	0.5000001	7173.0						
PRF1	1e-06	0.5000001	0.5000001	7173.0						
FMNL1	1e-06	0.5000001	0.5000001	7173.0						
FN1	0.009111	0.4065201	0.5000001	7173.0						
RPN1	1e-06	0.5000001	0.5000001	7173.0						
TGFB1	0.0153	0.3364701	0.5000001	7173.0						
C11orf24	0.022709	0.3377501	0.5000001	7173.0						
MAGOHB	0.013101	0.3273001	0.5000001	7173.0						
DYNC1I2	1e-06	0.5000001	0.5000001	7173.0						
OSBPL3	1e-06	0.5000001	0.5000001	7173.0						
BTLA	1e-06	0.5000001	0.5000001	7173.0						
CD274	0.00663	0.4141301	0.5000001	7173.0						
CTLA4	1e-06	0.5000001	0.5000001	7173.0						
CCL21	1e-06	0.5000001	0.5000001	7139.0						
XCL2	1e-06	0.5000001	0.5000001	7173.0						
KIF15	1e-06	0.5000001	0.5000001	7173.0						
SDC1	1e-06	0.5000001	0.5000001	7173.0						
USPL1	0.00037200000000000004	0.4972701	0.5000001	7173.0						
PSMA6	0.030005	0.2799101	0.5000001	7173.0						
TNFRSF4	0.016568	0.3675801	0.5000001	7173.0						
COL1A2	0.013038999999999999	0.3510401	0.5000001	7173.0						
CLTA	0.010388	0.3529701	0.5000001	7173.0						
NUP85	1e-06	0.5000001	0.5000001	7173.0						
MYBL2	1e-06	0.5000001	0.5000001	7173.0						
MAP3K7	0.00216	0.4726501	0.5000001	7173.0						
ZWILCH	1e-06	0.5000001	0.5000001	7173.0						
TBX21	0.021657	0.27523010000000003	0.5000001	7173.0						
SAR1B	0.009937999999999999	0.4268001	0.5000001	7173.0						
CD3D	1e-06	0.5000001	0.5000001	7173.0						
SPAG17	1e-06	0.5000001	0.5000001	7173.0						
EMP2	1e-06	0.5000001	0.5000001	7173.0						
DYNC1LI2	1e-06	0.5000001	0.5000001	7173.0						
FARSA	1e-06	0.5000001	0.5000001	7173.0						
LRRC40	0.002464	0.47151010000000004	0.5000001	7173.0						
MMP14	0.018645	0.2911301	0.5000001	7173.0						
CCRL2	0.017474	0.3747401	0.5000001	7173.0						
CORO1A	0.004596	0.44436010000000004	0.5000001	7173.0						
TNFRSF1B	1e-06	0.5000001	0.5000001	7173.0						
LGMN	0.009857	0.3623901	0.5000001	7173.0						
FLNC	1e-06	0.5000001	0.5000001	7173.0						
CMSS1	1e-06	0.5000001	0.5000001	7173.0						
ITGB5	0.015662	0.28339010000000003	0.5000001	7173.0						
NOD2	0.0075049999999999995	0.4130301	0.5000001	7173.0						
ARHGAP15	1e-06	0.5000001	0.5000001	7173.0						
LCK	1e-06	0.5000001	0.5000001	7173.0						
KLC2	1e-06	0.5000001	0.5000001	7173.0						
IFI16	1e-06	0.5000001	0.5000001	7173.0						
POLR3K	1e-06	0.5000001	0.5000001	7173.0						
PSMB4	0.009634	0.3737001	0.5000001	7173.0						
ARRB2	1e-06	0.5000001	0.5000001	7173.0						
TPM1	0.005497999999999999	0.4613801	0.5000001	7173.0						
CD70	1e-06	0.5000001	0.5000001	7173.0						
THBS2	0.020016	0.2829001	0.5000001	7173.0						
AZGP1	1e-06	0.5000001	0.5000001	7139.0						
PSMB5	1e-06	0.5000001	0.5000001	7173.0						
CCL13	1e-06	0.5000001	0.5000001	7173.0						
CDK2	0.01376	0.3812901	0.5000001	7173.0						
LOXL2	1e-06	0.5000001	0.5000001	7173.0						
CDH6	0.012535	0.4015901	0.5000001	7173.0						
MMP11	1e-06	0.5000001	0.5000001	7173.0						
NUP35	1e-06	0.5000001	0.5000001	7173.0						
CHEK1	1e-06	0.5000001	0.5000001	7173.0						
RAB33A	1e-06	0.5000001	0.5000001	7173.0						
TPM3	1e-06	0.5000001	0.5000001	7173.0						
CXCR4	1e-06	0.5000001	0.5000001	7173.0						
JUP	1e-06	0.5000001	0.5000001	7173.0						
IFNGR1	0.029258	0.29537009999999997	0.5000001	7173.0						
MTHFD1	1e-06	0.5000001	0.5000001	7173.0						
CD247	0.013553999999999998	0.3259901	0.5000001	7173.0						
Lymphocyte.Infiltration.Signature.Score	1e-06	0.5000001	0.5000001	7190.0						
RAB34	0.02424	0.3375101	0.5000001	7173.0						
NCLN	0.006634	0.4433501	0.5000001	7173.0						
SPARC	1e-06	0.5000001	0.5000001	7173.0						
CCT5	0.0071200000000000005	0.4122701	0.5000001	7173.0						
PSMD3	1e-06	0.5000001	0.5000001	7173.0						
DYNC1LI1	1e-06	0.5000001	0.5000001	7173.0						
CENPJ	0.011443	0.38674010000000003	0.5000001	7173.0						
APOC1	0.0032920000000000002	0.4669501	0.5000001	7173.0						
SNX17	1e-06	0.5000001	0.5000001	7173.0						
PSMD5	1e-06	0.5000001	0.5000001	7173.0						
HLA.DPB1	1e-06	0.5000001	0.5000001	7173.0						
C1orf54	0.0073420000000000004	0.3934901	0.5000001	7173.0						
MMP19	1e-06	0.5000001	0.5000001	7173.0						
KIF18A	1e-06	0.5000001	0.5000001	7173.0						
WIPF1	0.012112000000000001	0.3540401	0.5000001	7173.0						
PSMA1	0.005379999999999999	0.4404101	0.5000001	7173.0						
CDH1	0.000949	0.4914101	0.5000001	7173.0						
EPHB4	0.018580000000000003	0.2935301	0.5000001	7173.0						
PSMD7	1e-06	0.5000001	0.5000001	7173.0						
SNRPB	1e-06	0.5000001	0.5000001	7173.0						
MYBL1	1e-06	0.5000001	0.5000001	7173.0						
Proliferation	1e-06	0.5000001	0.5000001	7190.0						
PAK1	0.017632	0.3241001	0.5000001	7173.0						
UMPS	1e-06	0.5000001	0.5000001	7173.0						
KIF3C	1e-06	0.5000001	0.5000001	7173.0						
DCBLD2	1e-06	0.5000001	0.5000001	7173.0						
NOD1	1e-06	0.5000001	0.5000001	7173.0						
SAR1A	0.008124	0.43253010000000003	0.5000001	7173.0						
CD1D	1e-06	0.5000001	0.5000001	7173.0						
SMAD2	0.012309	0.4068001	0.5000001	7173.0						
TPSAB1	0.015616999999999999	0.3516201	0.5000001	7173.0						
SLC16A1	1e-06	0.5000001	0.5000001	7173.0						
APOE	1e-06	0.5000001	0.5000001	7173.0						
MNAT1	1e-06	0.5000001	0.5000001	7173.0						
RMND5B	0.008851999999999999	0.3856101	0.5000001	7173.0						
TEX30	1e-06	0.5000001	0.5000001	7173.0						
HSPG2	0.006808	0.4215701	0.5000001	7173.0						
RACGAP1	0.002114	0.47604009999999997	0.5000001	7173.0						
GZMA	1e-06	0.5000001	0.5000001	7173.0						
