566,FAM89B,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
567,RHOG,immunomodulators,TGFB_score_21050467
568,CD19,cell type,LIexpression_score
569,CD163,cell type,CSF1_response
570,FARSA,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
571,HCLS1,immunomodulators,CSF1_response
572,PAK2,immunomodulators,TGFB_score_21050467
573,HMHA1,immunomodulators,CSF1_response
574,RNF41,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
575,SNRPE,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
576,MRPS16,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
577,CSF1R,immunomodulators,CSF1_response
578,EPHB3,immunomodulators,TGFB_score_21050467
579,SKA2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
580,LCK,immunomodulators,LIexpression_score
581,MTA1,immunomodulators,TGFB_score_21050467
582,UQCR10,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
583,CMSS1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
584,EFNA5,immunomodulators,TGFB_score_21050467
585,APOO,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
586,FMNL1,immunomodulators,CSF1_response
587,MYBL1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
588,IFIT1,immunomodulators,Module3_IFN_score
589,IKZF1,immunomodulators,CSF1_response
590,EVI2B,immunomodulators,CSF1_response
591,THBS2,immunomodulators,TGFB_score_21050467
592,LILRB4,immunomodulators,CSF1_response
593,FNBP1,immunomodulators,CSF1_response
594,FPR3,immunomodulators,CSF1_response
595,ISG15,immunomodulators,Module3_IFN_score
596,EIF4EBP1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
597,SELL,immunomodulators,CSF1_response
598,EPHB4,immunomodulators,TGFB_score_21050467
599,IPO4,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
600,MMP1,immunomodulators,TGFB_score_21050467
601,DAPK1,immunomodulators,CSF1_response
602,PDLIM7,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
603,IGF2R,immunomodulators,TGFB_score_21050467
604,PLCG2,immunomodulators,CSF1_response
605,HYLS1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
606,MT1F,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
607,TPM2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
608,WDHD1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
609,MMP17,immunomodulators,TGFB_score_21050467
610,CD247,immunomodulators,LIexpression_score
611,HMGN2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
612,UBE2J1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
613,CD3E,cell type,LIexpression_score
614,FCGR3A,immunomodulators,CSF1_response
615,CENPW,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
616,FAM216A,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
617,SAMD9,immunomodulators,Module3_IFN_score
618,HN1L,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
619,HACD2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
620,IGLC1,immunomodulators,LIexpression_score
621,IGHG3,immunomodulators,LIexpression_score
622,VDAC1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
623,EMP2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
624,MYCBP,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
625,IFRD2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
626,CKLF,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
627,DHFR,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
628,LST1,immunomodulators,CSF1_response
629,MCTS1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
630,LTB,immunomodulators,LIexpression_score
631,RBM14,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
632,NME1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
633,LYN,immunomodulators,CSF1_response
634,ITGB3,immunomodulators,TGFB_score_21050467
635,SKA1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
636,MRPL12,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
637,CCL5,immune checkpoint,CSF1_response
638,IFI27,immunomodulators,Module3_IFN_score
639,LAIR1,immunomodulators,CSF1_response
640,BLK,cell type,
641,TNFRSF17,cell type,
642,FCRL2,cell type,
643,KIAA0125,cell type,
644,PNOC,cell type,
645,SPIB,cell type,
646,TCL1A,cell type,
647,CTSW,cell type,
648,GNLY,cell type,
649,GZMA,immune checkpoint,
650,GZMB,cell type,
651,GZMH,cell type,
652,KLRB1,cell type,
653,KLRD1,cell type,
654,KLRK1,cell type,
655,PRF1,immune checkpoint,
656,NKG7,cell type,
657,CCL13,cell type,
658,HSD11B1,cell type,
659,CD244,cell type,
660,EOMES,cell type,
661,PTGER4,cell type,
662,MS4A4A,cell type,
663,MS4A2,cell type,
664,TPSAB1,cell type,
665,CPA3,cell type,
666,HDC,cell type,
667,TPSB2,cell type,
668,CSF3R,cell type,
669,S100A12,cell type,
670,CEACAM3,cell type,
671,FCAR,cell type,
672,FCGR3B,cell type,
673,FPR1,cell type,
674,SIGLEC5,cell type,
675,IL21R,cell type,
676,KIR2DL3,immune checkpoint,
677,KIR3DL1,cell type,
678,KIR3DL2,cell type,
679,NCR1,cell type,
680,XCL2,cell type,
681,XCL1,cell type,
682,CD6,cell type,
683,SH2D1A,cell type,
684,TRAT1,cell type,
685,TBX21,cell type,
686,FOXP3,cell type,
687,ADORA2A,immune checkpoint,
688,ARG1,immune checkpoint,
689,BTLA,immune checkpoint,
690,BTN3A1,immune checkpoint,
691,BTN3A2,immune checkpoint,
692,CD27,immune checkpoint,
693,CD274,immune checkpoint,
694,CD276,immune checkpoint,
695,CD28,immune checkpoint,
696,CD40,immune checkpoint,
697,CD40LG,immune checkpoint,
698,CD70,immune checkpoint,
699,CD80,immune checkpoint,
700,CTLA4,immune checkpoint,
701,CX3CL1,immune checkpoint,
702,CXCL9,immune checkpoint,
703,EDNRB,immune checkpoint,
704,ENTPD1,immune checkpoint,
705,HAVCR2,immune checkpoint,
706,HLA.A,antigen present,
707,HLA.B,antigen present,
708,HLA.C,antigen present,
709,HMGB1,immune checkpoint,
710,ICOS,immune checkpoint,
711,ICOSLG,immune checkpoint,
712,IDO1,immune checkpoint,
713,IFNA1,immune checkpoint,
714,IFNA2,immune checkpoint,
715,IFNG,IFNG,
716,IL10,immune checkpoint,
717,IL12A,immune checkpoint,
718,IL13,immune checkpoint,
719,IL1A,immune checkpoint,
720,IL1B,immune checkpoint,
721,IL2,immune checkpoint,
722,IL2RA,immune checkpoint,
723,IL4,immune checkpoint,
724,KIR2DL1,immune checkpoint,
725,KIR2DL2,immune checkpoint,
726,PDCD1,immune checkpoint,
727,PDCD1LG2,immune checkpoint,
728,SELP,immune checkpoint,
729,SLAMF7,immune checkpoint,
730,TGFB1,TGFbeta,
731,TIGIT,immune checkpoint,
732,TLR4,immune checkpoint,
733,TNF,immune checkpoint,
734,TNFRSF14,immune checkpoint,
735,TNFRSF18,immune checkpoint,
736,TNFRSF4,immune checkpoint,
737,TNFRSF9,immune checkpoint,
738,TNFSF4,immune checkpoint,
739,TNFSF9,immune checkpoint,
740,VEGFA,immune checkpoint,
741,VEGFB,immune checkpoint,
742,C10orf54,immune checkpoint,
743,VTCN1,immune checkpoint,
744,Proliferation,landscape components,
745,Wound.Healing,landscape components,
746,Macrophage.Regulation,landscape components,
747,Lymphocyte.Infiltration.Signature.Score,landscape components,
748,IFN.gamma.Response,landscape components,
749,TGF.beta.Response,landscape components,
750,IFNGR1,IFNG,
751,IFNGR2,IFNG,
752,JAK1,IFNG,
753,JAK2,IFNG,
754,APC,TGFbeta,
755,CDH1,TGFbeta,
756,CREBBP,TGFbeta,
757,EP300,TGFbeta,
758,MAP2K1,TGFbeta,
759,MAP3K7,TGFbeta,
760,MAPK3,TGFbeta,
761,SKIL,TGFbeta,
762,SMAD2,TGFbeta,
763,SMAD3,TGFbeta,
764,SMAD4,TGFbeta,
765,SMAD7,TGFbeta,
766,TAB1,TGFbeta,
767,TGFB2,TGFbeta,
768,TGFB3,TGFbeta,
769,TGFBR1,TGFbeta,
770,TGFBR2,TGFbeta,
771,ZFYVE9,TGFbeta,
772,B.cells.naive,immune infiltration,
773,B.cells.memory,immune infiltration,
774,Plasma.cells,immune infiltration,
775,T.cells.CD8,immune infiltration,
776,T.cells.CD4.naive,immune infiltration,
777,T.cells.CD4.memory.resting,immune infiltration,
778,T.cells.CD4.memory.activated,immune infiltration,
779,T.cells.follicular.helper,immune infiltration,
780,T.cells.regulatory..Tregs.,immune infiltration,
781,T.cells.gamma.delta,immune infiltration,
782,NK.cells.resting,immune infiltration,
783,NK.cells.activated,immune infiltration,
784,Monocytes,immune infiltration,
785,Macrophages.M0,immune infiltration,
786,Macrophages.M1,immune infiltration,
787,Macrophages.M2,immune infiltration,
788,Dendritic.cells.resting,immune infiltration,
789,Dendritic.cells.activated,immune infiltration,
790,Mast.cells.resting,immune infiltration,
791,Mast.cells.activated,immune infiltration,
792,Eosinophils,immune infiltration,
793,Neutrophils,immune infiltration,
